Country,year,sex,age,suicides_no,population,
Brazil,1992,male,35-54 years,1408,15081747,9.34E-05
Brazil,1992,male,5-14 years,39,18169763,2.15E-06
Brazil,1992,male,55-74 years,643,5899574,0.000108991
Brazil,1992,male,75+ years,146,754020,0.000193629
Brazil,1993,female,15-24 years,334,15156899,2.20E-05
Brazil,1993,female,25-34 years,261,13246132,1.97E-05
Brazil,1993,female,35-54 years,346,16228348,2.13E-05
Brazil,1993,female,5-14 years,31,17732843,1.75E-06
Brazil,1993,female,55-74 years,182,7082827,2.57E-05
Brazil,1993,female,75+ years,33,1265590,2.61E-05
Brazil,1993,male,15-24 years,917,15249319,6.01E-05
Brazil,1993,male,25-34 years,1183,12975409,9.12E-05
Brazil,1993,male,35-54 years,1374,15546851,8.84E-05
Brazil,1993,male,5-14 years,51,18272195,2.79E-06
Brazil,1993,male,55-74 years,628,6082548,0.000103246
Brazil,1993,male,75+ years,168,776516,0.000216351
Brazil,1994,female,15-24 years,372,15405279,2.41E-05
Brazil,1994,female,25-34 years,291,13479427,2.16E-05
Brazil,1994,female,35-54 years,369,16774482,2.20E-05
Brazil,1994,female,5-14 years,46,17753766,2.59E-06
Brazil,1994,female,55-74 years,174,7323575,2.38E-05
Brazil,1994,female,75+ years,39,1307893,2.98E-05
Brazil,1994,male,15-24 years,988,15533989,6.36E-05
Brazil,1994,male,25-34 years,1228,13187454,9.31E-05
Brazil,1994,male,35-54 years,1436,16047095,8.95E-05
Brazil,1994,male,5-14 years,48,18311628,2.62E-06
Brazil,1994,male,55-74 years,725,6270191,0.000115626
Brazil,1994,male,75+ years,180,793671,0.000226794
Brazil,1995,female,15-24 years,347,15683286,2.21E-05
Brazil,1995,female,25-34 years,318,13683822,2.32E-05
Brazil,1995,female,35-54 years,450,17368864,2.59E-05
Brazil,1995,female,5-14 years,36,17734168,2.03E-06
Brazil,1995,female,55-74 years,208,7566176,2.75E-05
Brazil,1995,female,75+ years,42,1349701,3.11E-05
Brazil,1995,male,15-24 years,1084,15852481,6.84E-05
Brazil,1995,male,25-34 years,1318,13377021,9.85E-05
Brazil,1995,male,35-54 years,1703,16593682,0.000102629
Brazil,1995,male,5-14 years,38,18309246,2.08E-06
Brazil,1995,male,55-74 years,812,6459129,0.000125714
Brazil,1995,male,75+ years,180,806015,0.000223321
Brazil,1996,female,15-24 years,347,15978838,2.17E-05
Brazil,1996,female,25-34 years,299,13851001,2.16E-05
Brazil,1996,female,35-54 years,448,17981388,2.49E-05
Brazil,1996,female,5-14 years,50,17684630,2.83E-06
Brazil,1996,female,55-74 years,202,7790591,2.59E-05
Brazil,1996,female,75+ years,52,1426991,3.64E-05
Brazil,1996,male,15-24 years,1164,16172705,7.20E-05
Brazil,1996,male,25-34 years,1265,13533249,9.35E-05
Brazil,1996,male,35-54 years,1827,17150145,0.00010653
Brazil,1996,male,5-14 years,70,18270623,3.83E-06
Brazil,1996,male,55-74 years,798,6651122,0.00011998
Brazil,1996,male,75+ years,176,861847,0.000204213
Brazil,1997,female,15-24 years,327,16301577,2.01E-05
Brazil,1997,female,25-34 years,282,13987171,2.02E-05
Brazil,1997,female,35-54 years,507,18634217,2.72E-05
Brazil,1997,female,5-14 years,55,17600190,3.12E-06
Brazil,1997,female,55-74 years,202,8017560,2.52E-05
Brazil,1997,female,75+ years,44,1503183,2.93E-05
Brazil,1997,male,15-24 years,1102,16523208,6.67E-05
Brazil,1997,male,25-34 years,1349,13664422,9.87E-05
Brazil,1997,male,35-54 years,1856,17744763,0.000104594
Brazil,1997,male,5-14 years,53,18197954,2.91E-06
Brazil,1997,male,55-74 years,895,6842729,0.000130796
Brazil,1997,male,75+ years,219,915653,0.000239174
Brazil,1998,female,15-24 years,364,16629063,2.19E-05
Brazil,1998,female,25-34 years,324,14109075,2.30E-05
Brazil,1998,female,35-54 years,458,19311067,2.37E-05
Brazil,1998,female,5-14 years,47,17496449,2.69E-06
Brazil,1998,female,55-74 years,197,8252694,2.39E-05
Brazil,1998,female,75+ years,55,1580747,3.48E-05
Brazil,1998,male,15-24 years,1089,16881408,6.45E-05
Brazil,1998,male,25-34 years,1288,13787276,9.34E-05
Brazil,1998,male,35-54 years,1902,18361729,0.000103585
Brazil,1998,male,5-14 years,50,18105835,2.76E-06
Brazil,1998,male,55-74 years,931,7040369,0.000132237
Brazil,1998,male,75+ years,217,968599,0.000224035
Brazil,1999,female,15-24 years,281,16927682,1.66E-05
Brazil,1999,female,25-34 years,259,14242229,1.82E-05
Brazil,1999,female,35-54 years,426,19987055,2.13E-05
Brazil,1999,female,5-14 years,37,17392648,2.13E-06
Brazil,1999,female,55-74 years,188,8504649,2.21E-05
Brazil,1999,female,75+ years,35,1662705,2.11E-05
Brazil,1999,male,15-24 years,1103,17212692,6.41E-05
Brazil,1999,male,25-34 years,1199,13927042,8.61E-05
Brazil,1999,male,35-54 years,1897,18977263,1.00E-04
Brazil,1999,male,5-14 years,50,18012783,2.78E-06
Brazil,1999,male,55-74 years,818,7252947,0.000112782
Brazil,1999,male,75+ years,214,1022378,0.000209316
Brazil,2000,female,15-24 years,345,17175577,2.01E-05
Brazil,2000,female,25-34 years,271,14403448,1.88E-05
Brazil,2000,female,35-54 years,456,20645897,2.21E-05
Brazil,2000,female,5-14 years,43,17298023,2.49E-06
Brazil,2000,female,55-74 years,220,8779652,2.51E-05
Brazil,2000,female,75+ years,45,1750820,2.57E-05
Brazil,2000,male,15-24 years,1037,17494250,5.93E-05
Brazil,2000,male,25-34 years,1200,14100257,8.51E-05
Brazil,2000,male,35-54 years,1989,19576126,0.000101603
Brazil,2000,male,5-14 years,42,17927425,2.34E-06
Brazil,2000,male,55-74 years,900,7486883,0.00012021
Brazil,2000,male,75+ years,215,1077633,0.000199511
Brazil,2001,female,15-24 years,393,17361833,2.26E-05
Brazil,2001,female,25-34 years,286,14578443,1.96E-05
Brazil,2001,female,35-54 years,578,21260886,2.72E-05
Brazil,2001,female,5-14 years,53,17212816,3.08E-06
Brazil,2001,female,55-74 years,206,9044684,2.28E-05
Brazil,2001,female,75+ years,41,1866958,2.20E-05
Brazil,2001,male,15-24 years,1262,17698960,7.13E-05
Brazil,2001,male,25-34 years,1398,14294493,9.78E-05
Brazil,2001,male,35-54 years,2227,20128463,0.000110639
Brazil,2001,male,5-14 years,58,17846905,3.25E-06
Brazil,2001,male,55-74 years,964,7721938,0.000124839
Brazil,2001,male,75+ years,244,1162417,0.000209907
Brazil,2002,female,15-24 years,411,17507998,2.35E-05
Brazil,2002,female,25-34 years,334,14784790,2.26E-05
Brazil,2002,female,35-54 years,607,21872177,2.78E-05
Brazil,2002,female,5-14 years,55,17166101,3.20E-06
Brazil,2002,female,55-74 years,225,9337808,2.41E-05
Brazil,2002,female,75+ years,62,1988353,3.12E-05
Brazil,2002,male,15-24 years,1226,17863758,6.86E-05
Brazil,2002,male,25-34 years,1388,14524576,9.56E-05
Brazil,2002,male,35-54 years,2178,20679204,0.000105323
Brazil,2002,male,5-14 years,55,17806637,3.09E-06
Brazil,2002,male,55-74 years,937,7980513,0.000117411
Brazil,2002,male,75+ years,219,1249499,0.00017527
Brazil,2003,female,15-24 years,413,17607810,2.35E-05
Brazil,2003,female,25-34 years,325,15019057,2.16E-05
Brazil,2003,female,35-54 years,559,22469397,2.49E-05
Brazil,2003,female,5-14 years,45,17147509,2.62E-06
Brazil,2003,female,55-74 years,212,9660156,2.19E-05
Brazil,2003,female,75+ years,51,2111283,2.42E-05
Brazil,2003,male,15-24 years,1259,17983317,7.00E-05
Brazil,2003,male,25-34 years,1394,14785559,9.43E-05
Brazil,2003,male,35-54 years,2299,21219095,0.000108346
Brazil,2003,male,5-14 years,60,17794355,3.37E-06
Brazil,2003,male,55-74 years,1002,8263894,0.00012125
Brazil,2003,male,75+ years,220,1335479,0.000164735
Brazil,2004,female,15-24 years,403,17657631,2.28E-05
Brazil,2004,female,25-34 years,347,15276057,2.27E-05
Brazil,2004,female,35-54 years,606,23041317,2.63E-05
Brazil,2004,female,5-14 years,59,17135875,3.44E-06
Brazil,2004,female,55-74 years,237,10012930,2.37E-05
Brazil,2004,female,75+ years,51,2230220,2.29E-05
Brazil,2004,male,15-24 years,1275,18054195,7.06E-05
Brazil,2004,male,25-34 years,1475,15070514,9.79E-05
Brazil,2004,male,35-54 years,2230,21738104,0.000102585
Brazil,2004,male,5-14 years,48,17787328,2.70E-06
Brazil,2004,male,55-74 years,994,8573117,0.000115944
Brazil,2004,male,75+ years,270,1415780,0.000190708
Brazil,2005,female,15-24 years,405,17659079,2.29E-05
Brazil,2005,female,25-34 years,369,15551589,2.37E-05
Brazil,2005,female,35-54 years,664,23583263,2.82E-05
Brazil,2005,female,5-14 years,54,17107519,3.16E-06
Brazil,2005,female,55-74 years,259,10396739,2.49E-05
Brazil,2005,female,75+ years,53,2343149,2.26E-05
Brazil,2005,male,15-24 years,1247,18077858,6.90E-05
Brazil,2005,male,25-34 years,1464,15374079,9.52E-05
Brazil,2005,male,35-54 years,2490,22232378,0.000111999
Brazil,2005,male,5-14 years,52,17760955,2.93E-06
Brazil,2005,male,55-74 years,1175,8908847,0.000131891
Brazil,2005,male,75+ years,297,1488505,0.000199529
Brazil,2006,female,15-24 years,387,17631557,2.19E-05
Brazil,2006,female,25-34 years,333,15862415,2.10E-05
Brazil,2006,female,35-54 years,708,24105759,2.94E-05
Brazil,2006,female,5-14 years,61,17077355,3.57E-06
Brazil,2006,female,55-74 years,265,10786642,2.46E-05
Brazil,2006,female,75+ years,47,2466737,1.91E-05
Brazil,2006,male,15-24 years,1293,18063460,7.16E-05
Brazil,2006,male,25-34 years,1537,15717099,9.78E-05
Brazil,2006,male,35-54 years,2536,22709135,0.000111673
Brazil,2006,male,5-14 years,64,17731288,3.61E-06
Brazil,2006,male,55-74 years,1112,9247477,0.000120249
Brazil,2006,male,75+ years,275,1575798,0.000174515
Brazil,2007,female,15-24 years,379,17547530,2.16E-05
Brazil,2007,female,25-34 years,392,16189977,2.42E-05
Brazil,2007,female,35-54 years,723,24591528,2.94E-05
Brazil,2007,female,5-14 years,51,17015233,3.00E-06
Brazil,2007,female,55-74 years,275,11208413,2.45E-05
Brazil,2007,female,75+ years,51,2581330,1.98E-05
Brazil,2007,male,15-24 years,1267,17991928,7.04E-05
Brazil,2007,male,25-34 years,1609,16075775,0.000100088
Brazil,2007,male,35-54 years,2516,23156759,0.000108651
Brazil,2007,male,5-14 years,67,17669069,3.79E-06
Brazil,2007,male,55-74 years,1220,9611434,0.000126932
Brazil,2007,male,75+ years,305,1654216,0.000184377
Brazil,2008,female,15-24 years,398,17432076,2.28E-05
Brazil,2008,female,25-34 years,365,16515414,2.21E-05
Brazil,2008,female,35-54 years,745,25056164,2.97E-05
Brazil,2008,female,5-14 years,49,16914401,2.90E-06
Brazil,2008,female,55-74 years,309,11656750,2.65E-05
Brazil,2008,female,75+ years,52,2693428,1.93E-05
Brazil,2008,male,15-24 years,1375,17889839,7.69E-05
Brazil,2008,male,25-34 years,1706,16430646,0.00010383
Brazil,2008,male,35-54 years,2608,23591045,0.00011055
Brazil,2008,male,5-14 years,55,17566837,3.13E-06
Brazil,2008,male,55-74 years,1204,9996938,0.000120437
Brazil,2008,male,75+ years,318,1728094,0.000184018
Brazil,2009,female,15-24 years,343,17321655,1.98E-05
Brazil,2009,female,25-34 years,351,16810330,2.09E-05
Brazil,2009,female,35-54 years,768,25523153,3.01E-05
Brazil,2009,female,5-14 years,52,16772250,3.10E-06
Brazil,2009,female,55-74 years,301,12124076,2.48E-05
Brazil,2009,female,75+ years,58,2811556,2.06E-05
Brazil,2009,male,15-24 years,1270,17794434,7.14E-05
Brazil,2009,male,25-34 years,1838,16753314,0.00010971
Brazil,2009,male,35-54 years,2737,24035191,0.000113875
Brazil,2009,male,5-14 years,62,17421892,3.56E-06
Brazil,2009,male,55-74 years,1271,10398573,0.000122228
Brazil,2009,male,75+ years,295,1803127,0.000163605
Brazil,2010,female,15-24 years,368,17237481,2.13E-05
Brazil,2010,female,25-34 years,404,17054489,2.37E-05
Brazil,2010,female,35-54 years,835,26004856,3.21E-05
Brazil,2010,female,5-14 years,48,16596829,2.89E-06
Brazil,2010,female,55-74 years,339,12605588,2.69E-05
Brazil,2010,female,75+ years,79,2940677,2.69E-05
Brazil,2010,male,15-24 years,1288,17726866,7.27E-05
Brazil,2010,male,25-34 years,1832,17023785,0.000107614
Brazil,2010,male,35-54 years,2586,24501254,0.000105546
Brazil,2010,male,5-14 years,56,17242386,3.25E-06
Brazil,2010,male,55-74 years,1236,10813388,0.000114303
Brazil,2010,male,75+ years,358,1882113,0.000190212
Brazil,2011,female,15-24 years,413,17180849,2.40E-05
Brazil,2011,female,25-34 years,400,17253232,2.32E-05
Brazil,2011,female,35-54 years,805,26488792,3.04E-05
Brazil,2011,female,5-14 years,47,16404101,2.87E-06
Brazil,2011,female,55-74 years,352,13063915,2.69E-05
Brazil,2011,female,75+ years,71,3110432,2.28E-05
Brazil,2011,male,15-24 years,1335,17674787,7.55E-05
Brazil,2011,male,25-34 years,1907,17249585,0.000110553
Brazil,2011,male,35-54 years,2754,24975171,0.00011027
Brazil,2011,male,5-14 years,63,17044425,3.70E-06
Brazil,2011,male,55-74 years,1323,11208705,0.000118033
Brazil,2011,male,75+ years,352,2002447,0.000175785
Brazil,2012,female,15-24 years,383,17145894,2.23E-05
Brazil,2012,female,25-34 years,455,17398447,2.62E-05
Brazil,2012,female,35-54 years,877,26979566,3.25E-05
Brazil,2012,female,5-14 years,41,16175024,2.53E-06
Brazil,2012,female,55-74 years,418,13532752,3.09E-05
Brazil,2012,female,75+ years,80,3285641,2.43E-05
Brazil,2012,male,15-24 years,1313,17644319,7.44E-05
Brazil,2012,male,25-34 years,1930,17418954,0.000110799
Brazil,2012,male,35-54 years,2885,25463652,0.000113299
Brazil,2012,male,5-14 years,79,16810876,4.70E-06
Brazil,2012,male,55-74 years,1458,11612925,0.00012555
Brazil,2012,male,75+ years,376,2123165,0.000177094
Brazil,2013,female,15-24 years,362,17123318,2.11E-05
Brazil,2013,female,25-34 years,393,17492228,2.25E-05
Brazil,2013,female,35-54 years,897,27475364,3.26E-05
Brazil,2013,female,5-14 years,50,15923724,3.14E-06
Brazil,2013,female,55-74 years,433,14022927,3.09E-05
Brazil,2013,female,75+ years,88,3462431,2.54E-05
Brazil,2013,male,15-24 years,1317,17627508,7.47E-05
Brazil,2013,male,25-34 years,2004,17534209,0.000114291
Brazil,2013,male,35-54 years,3053,25965164,0.000117581
Brazil,2013,male,5-14 years,72,16555477,4.35E-06
Brazil,2013,male,55-74 years,1474,12036068,0.000122465
Brazil,2013,male,75+ years,370,2240434,0.000165147
Brazil,2014,female,15-24 years,371,17094729,2.17E-05
Brazil,2014,female,25-34 years,457,17539955,2.61E-05
Brazil,2014,female,35-54 years,871,27971096,3.11E-05
Brazil,2014,female,5-14 years,62,15670559,3.96E-06
Brazil,2014,female,55-74 years,389,14550395,2.67E-05
Brazil,2014,female,75+ years,83,3634999,2.28E-05
Brazil,2014,male,15-24 years,1358,17606681,7.71E-05
Brazil,2014,male,25-34 years,1982,17601477,0.000112604
Brazil,2014,male,35-54 years,3050,26475231,0.000115202
Brazil,2014,male,5-14 years,84,16299015,5.15E-06
Brazil,2014,male,55-74 years,1534,12492114,0.000122797
Brazil,2014,male,75+ years,390,2349303,0.000166007
Brazil,2015,female,15-24 years,397,17047218,2.33E-05
Brazil,2015,female,25-34 years,466,17546090,2.66E-05
Brazil,2015,female,35-54 years,910,28461855,3.20E-05
Brazil,2015,female,5-14 years,56,15430579,3.63E-06
Brazil,2015,female,55-74 years,479,15122216,3.17E-05
Brazil,2015,female,75+ years,89,3802086,2.34E-05
Brazil,2015,male,15-24 years,1389,17569045,7.91E-05
Brazil,2015,male,25-34 years,1897,17625976,0.000107625
Brazil,2015,male,35-54 years,3238,26989063,0.000119975
Brazil,2015,male,5-14 years,79,16057040,4.92E-06
Brazil,2015,male,55-74 years,1693,12987357,0.000130358
Brazil,2015,male,75+ years,470,2448560,0.00019195
British Virgin Islands,1981,female,15-24 years,0,,#DIV/0!
British Virgin Islands,1981,female,25-34 years,0,,#DIV/0!
British Virgin Islands,1981,female,35-54 years,0,,#DIV/0!
British Virgin Islands,1981,female,5-14 years,0,,#DIV/0!
British Virgin Islands,1981,female,55-74 years,0,,#DIV/0!
British Virgin Islands,1981,female,75+ years,0,,#DIV/0!
British Virgin Islands,1981,male,15-24 years,0,,#DIV/0!
British Virgin Islands,1981,male,25-34 years,0,,#DIV/0!
British Virgin Islands,1981,male,35-54 years,0,,#DIV/0!
British Virgin Islands,1981,male,5-14 years,0,,#DIV/0!
British Virgin Islands,1981,male,55-74 years,0,,#DIV/0!
British Virgin Islands,1981,male,75+ years,0,,#DIV/0!
British Virgin Islands,1982,female,15-24 years,0,,#DIV/0!
British Virgin Islands,1982,female,25-34 years,0,,#DIV/0!
British Virgin Islands,1982,female,35-54 years,0,,#DIV/0!
British Virgin Islands,1982,female,5-14 years,0,,#DIV/0!
British Virgin Islands,1982,female,55-74 years,0,,#DIV/0!
British Virgin Islands,1982,female,75+ years,0,,#DIV/0!
British Virgin Islands,1982,male,15-24 years,0,,#DIV/0!
British Virgin Islands,1982,male,25-34 years,0,,#DIV/0!
British Virgin Islands,1982,male,35-54 years,0,,#DIV/0!
British Virgin Islands,1982,male,5-14 years,0,,#DIV/0!
British Virgin Islands,1982,male,55-74 years,0,,#DIV/0!
British Virgin Islands,1982,male,75+ years,0,,#DIV/0!
British Virgin Islands,1983,female,15-24 years,0,,#DIV/0!
British Virgin Islands,1983,female,25-34 years,0,,#DIV/0!
British Virgin Islands,1983,female,35-54 years,0,,#DIV/0!
British Virgin Islands,1983,female,5-14 years,0,,#DIV/0!
British Virgin Islands,1983,female,55-74 years,0,,#DIV/0!
British Virgin Islands,1983,female,75+ years,0,,#DIV/0!
British Virgin Islands,1983,male,15-24 years,0,,#DIV/0!
British Virgin Islands,1983,male,25-34 years,0,,#DIV/0!
British Virgin Islands,1983,male,35-54 years,0,,#DIV/0!
British Virgin Islands,1983,male,5-14 years,0,,#DIV/0!
British Virgin Islands,1983,male,55-74 years,0,,#DIV/0!
British Virgin Islands,1983,male,75+ years,0,,#DIV/0!
British Virgin Islands,1984,female,15-24 years,0,,#DIV/0!
British Virgin Islands,1984,female,25-34 years,0,,#DIV/0!
British Virgin Islands,1984,female,35-54 years,0,,#DIV/0!
British Virgin Islands,1984,female,5-14 years,0,,#DIV/0!
British Virgin Islands,1984,female,55-74 years,0,,#DIV/0!
British Virgin Islands,1984,female,75+ years,0,,#DIV/0!
British Virgin Islands,1984,male,15-24 years,0,,#DIV/0!
British Virgin Islands,1984,male,25-34 years,0,,#DIV/0!
British Virgin Islands,1984,male,35-54 years,0,,#DIV/0!
British Virgin Islands,1984,male,5-14 years,0,,#DIV/0!
British Virgin Islands,1984,male,55-74 years,0,,#DIV/0!
British Virgin Islands,1984,male,75+ years,0,,#DIV/0!
British Virgin Islands,1985,female,15-24 years,0,,#DIV/0!
British Virgin Islands,1985,female,25-34 years,0,,#DIV/0!
British Virgin Islands,1985,female,35-54 years,0,,#DIV/0!
British Virgin Islands,1985,female,5-14 years,0,,#DIV/0!
British Virgin Islands,1985,female,55-74 years,0,,#DIV/0!
British Virgin Islands,1985,female,75+ years,0,,#DIV/0!
British Virgin Islands,1985,male,15-24 years,0,,#DIV/0!
British Virgin Islands,1985,male,25-34 years,0,,#DIV/0!
British Virgin Islands,1985,male,35-54 years,1,,#DIV/0!
British Virgin Islands,1985,male,5-14 years,0,,#DIV/0!
British Virgin Islands,1985,male,55-74 years,0,,#DIV/0!
British Virgin Islands,1985,male,75+ years,0,,#DIV/0!
British Virgin Islands,1986,female,15-24 years,0,,#DIV/0!
British Virgin Islands,1986,female,25-34 years,0,,#DIV/0!
British Virgin Islands,1986,female,35-54 years,0,,#DIV/0!
British Virgin Islands,1986,female,5-14 years,0,,#DIV/0!
British Virgin Islands,1986,female,55-74 years,0,,#DIV/0!
British Virgin Islands,1986,female,75+ years,0,,#DIV/0!
British Virgin Islands,1986,male,15-24 years,0,,#DIV/0!
British Virgin Islands,1986,male,25-34 years,0,,#DIV/0!
British Virgin Islands,1986,male,35-54 years,0,,#DIV/0!
British Virgin Islands,1986,male,5-14 years,0,,#DIV/0!
British Virgin Islands,1986,male,55-74 years,0,,#DIV/0!
British Virgin Islands,1986,male,75+ years,0,,#DIV/0!
British Virgin Islands,1987,female,15-24 years,0,,#DIV/0!
British Virgin Islands,1987,female,25-34 years,0,,#DIV/0!
British Virgin Islands,1987,female,35-54 years,1,,#DIV/0!
British Virgin Islands,1987,female,5-14 years,0,,#DIV/0!
British Virgin Islands,1987,female,55-74 years,0,,#DIV/0!
British Virgin Islands,1987,female,75+ years,0,,#DIV/0!
British Virgin Islands,1987,male,15-24 years,0,,#DIV/0!
British Virgin Islands,1987,male,25-34 years,0,,#DIV/0!
British Virgin Islands,1987,male,35-54 years,1,,#DIV/0!
British Virgin Islands,1987,male,5-14 years,0,,#DIV/0!
British Virgin Islands,1987,male,55-74 years,0,,#DIV/0!
British Virgin Islands,1987,male,75+ years,0,,#DIV/0!
British Virgin Islands,1988,female,15-24 years,0,,#DIV/0!
British Virgin Islands,1988,female,25-34 years,0,,#DIV/0!
British Virgin Islands,1988,female,35-54 years,0,,#DIV/0!
British Virgin Islands,1988,female,5-14 years,0,,#DIV/0!
British Virgin Islands,1988,female,55-74 years,0,,#DIV/0!
British Virgin Islands,1988,female,75+ years,0,,#DIV/0!
British Virgin Islands,1988,male,15-24 years,0,,#DIV/0!
British Virgin Islands,1988,male,25-34 years,0,,#DIV/0!
British Virgin Islands,1988,male,35-54 years,0,,#DIV/0!
British Virgin Islands,1988,male,5-14 years,0,,#DIV/0!
British Virgin Islands,1988,male,55-74 years,0,,#DIV/0!
British Virgin Islands,1988,male,75+ years,0,,#DIV/0!
British Virgin Islands,1989,female,15-24 years,0,,#DIV/0!
British Virgin Islands,1989,female,25-34 years,0,,#DIV/0!
British Virgin Islands,1989,female,35-54 years,0,,#DIV/0!
British Virgin Islands,1989,female,5-14 years,0,,#DIV/0!
British Virgin Islands,1989,female,55-74 years,0,,#DIV/0!
British Virgin Islands,1989,female,75+ years,0,,#DIV/0!
